4400	AEA__1__89.wav	Ma waxaad deggan tahay Muqdisho?	Ma wáxaad deggán tahay Muqdishó?	
4401	AEA__1__90.wav	Ma waxaad deggan tahay Muqdisho?	Ma wáxaad deggán tahay Muqdísho?	
4402	AEA__1__91.wav	Ma waxaad deggan tahay Muqdisho?	M' wáxaad deggán tahay Muqdishó?	
4403	AEA__1__92.wav	Ma waxaad tahay kalkaaliso?	Ma wáxaad tahay kalkaalíso?	
4404	AEA__1__93.wav	Ma waxaad deggan tahay Muqdisho?	Ma wáxaad deggán tahay Muqdísho?	
4405	AEA__1__94.wav	Ma waxaad tahay kalkaaliso?	Ma wáxaad tahay kalkaalíso?	
4406	AEA__1__95.wav	Muqdisho ayaan deggan ahay.	Muqdishó ayáan deggán ahay.	
4407	AEA__1__96.wav	Ma waxaad deggan tahay Muqdisho?	Ma wáxaad deggán tahay Muqdísho?	
4408	AEA__1__97.wav	Ma waxaad tahay kalkaaliso?	Ma wáxaad tahay kalkaalíso?	
4409	AEA__1__98.wav	arday|m	árday	
4410	AEA__1__99.wav	Waxaan ahay arday.	Wáxaan ahay árday.	
4411	AEA__1__100.wav	Arday miyaad tahay?	Árday míyaad tahay?	
4412	AEA__1__101.wav	Arday miyaad tahay?	Árday míyáad tahay?	
4413	AEA__1__102.wav	Waxaan ahay arday.	Wáxaan ahay árday.	
4414	AEA__1__103.wav	Arday miyaad tahay?	Árday míyaad tahay?	
4415	AEA__1__104.wav	Waxaa joogta arday badan.	Wáxaa joogtá ardaý badan.	
4416	AEA__1__105.wav	arday|f	ardaý	
4417	AEA__1__106.wav	Arday badan ayaa timid.	Ardaý badán ayáa timid.	
4418	AEA__1__107.wav	Arday badan ayaa timid.	Ardaý badán ayáa timid.	
4419	AEA__1__108.wav	ardo|f	árdo	
4420	AEA__1__109.wav	ardo badan	ardó badán	
4421	AEA__1__110.wav	ardo|f	ardó	
4422	AEA__1__111.wav	ardo|f	árdo	
4423	AEA__1__112.wav	Waxaan hayaa ardo badan.	Waxáan hayaa ardó badan.	
4424	AEA__1__113.wav	arday|f	ardaý	
4426	AEA__1__114.wav	ardo|f	árdo	
4427	AEA__1__115.wav	Waxaan hayaa ardo badań.	Waxaan hayaa ardó badań.	
4428	AEA__1__116.wav	Iyagu waa ardo badan.	Iyágu waa ardó badan.	
4429	AEA__1__117.wav	Iyagu waa ardo.	Iyágu waa árdo.	
4430	AEA__1__118.wav	Iyagu waa arday.	Iyágu waa ardaý.	
4431	AEA__1__119.wav	Arday miyaad tahay?	Árday míyaad tahay?	
4432	AEA__1__120.wav	Waxaa joogta arday badan.	Wáxaa joogtá ardaý badan.	
4433	AEA__1__121.wav	Arday badan ayaa timid.	Ardaý badán ayáa timid.	
4434	AEA__1__122.wav	Waxaan hayaa ardo badan.	Wáxaan hayaa ardó badan.	
4435	AEA__1__123.wav	Iyagu waa ardo.	Iyágu waa árdo.	
4436	AEA__1__124.wav	Iyagu waa ardo badan.	Iyágu waa ardó badán.	
4437	AEA__1__125.wav	Iyagu waa arday.	Iyágu waa ardaý.	
4438	AEA__1__126.wav	Iyagu waa arday badan.	Iyágu waa ardaý badan.	
4439	AEA__1__127.wav	Hargeysa	Hargeýsa	
4440	AEA__1__128.wav	Berbera	Berbéra	
4441	AEA__1__129.wav	Berbera	Berbéra	
4442	AEA__1__130.wav	Boorama	Bóoramá	
4443	AEA__1__131.wav	Berbera	Berbéra	
4444	AEA__1__132.wav	Berbera	Berberá	
4445	AEA__1__133.wav	Hargeysa	Hargeysá	
4446	AEA__1__134.wav	Waxaan tegay Hargeysa.	Wáxaan tegay Hargeysá.	
4447	AEA__1__135.wav	Waxaan tegay Hargeysa.	Wáxaan tegay Hargeysá.	
4448	AEA__1__136.wav	Hargeysa waa magaalo weyn.	Hargeýsa waa magaaló weyn.	
4449	AEA__1__137.wav	Hargeysa waa magaalo weyn.	Hargeýsa waa magaalá weyn.	
4450	AEA__1__138.wav	Hargeysa ma tagtay?	Hargeysá má tagtay?	
4451	AEA__1__139.wav	Ma tagtay Hargeysa?	Má tagtay Hargeysá?	
4452	AEA__1__140.wav	Waxaan tegay Hargeysa.	Wáxaan tegay Hargeysá.	
4453	AEA__1__141.wav	Hargeysa waa magaalo weyn.	Hargeýsa waa magaalá... waa magaaló weyn.	
4454	AEA__1__142.wav	Hargeysa waa magaalo weyn.	Hargeýsa waa magaalá weyn.	
4455	AEA__1__143.wav	Hargeysa ma tagtay?	Hargeysá má tagtay?	
4456	AEA__1__144.wav	Ma tagtay Hargeysa?	Má tagtay Hargeysa?	
4457	AEA__1__145.wav	Talaado	Talaadó	
4458	AEA__1__146.wav	Arbaco	Arbáco	
4459	AEA__1__147.wav	Talaadada	Talaadáda	
4460	AEA__1__148.wav	Arbacada	Arbacáda	
4461	AEA__1__149.wav	Arbacada	Arbacáda	
4462	AEA__1__150.wav	Arbacada	Arbacáda	
4463	AEA__1__151.wav	Talaadadii hore	Talaadádīī hore	
4464	AEA__1__152.wav	Talaadadii hore	Talaadádīī hore	
4465	AEA__1__153.wav	Talaadadii hore	Talaadádií horé	
4466	AEA__1__154.wav	Talaadadan	Talaadádaan	
4467	AEA__1__155.wav	Talaadadan	Talaadádaan	
4468	AEA__1__156.wav	Talaadadan	Talaadádan	
4469	AEA__1__157.wav	Talaadadan	Salaasádan	
4470	AEA__1__158.wav	guri	gúri	
4471	AEA__1__159.wav	wiil	wíil	
4472	AEA__1__160.wav	buug	búug	
4473	AEA__1__161.wav	guriga	gúriga	
4474	AEA__1__162.wav	wiilka	wíilka	
4475	AEA__1__163.wav	buugga	búugga	
4476	AEA__1__164.wav	gurigan	gúrigāan	
4477	AEA__1__165.wav	wiilkan	wíilkāan	
4478	AEA__1__166.wav	buuggan	búuggaán	
4479	AEA__1__167.wav	gurigaas	gúrigaás	
4480	AEA__1__168.wav	wiilkaas	wíilkaás	
4481	AEA__1__169.wav	buuggaas	búuggaās	
4482	AEA__1__170.wav	guryo	guryó	
4483	AEA__1__171.wav	wiilal	wiilál	
4484	AEA__1__172.wav	buugaag	buugaág	
4485	AEA__1__173.wav	buugaag	buugaág	
4486	AEA__1__174.wav	wiilasha	wiilásha	
4487	AEA__1__175.wav	guryaha	guryáha	
4488	AEA__1__176.wav	buugaagta	buugaágta	
4489	AEA__1__177.wav	guryo	guryó	
4490	AEA__1__178.wav	guryaha	guryáha	
4491	AEA__1__179.wav	wiilal	wiilál	
4492	AEA__1__180.wav	wiilasha	wiilásha	
4493	AEA__1__181.wav	buugaag	buugaág	
4494	AEA__1__182.wav	buugaagta	buugaágta	
4495	AEA__1__183.wav	webi	webí	
4496	AEA__1__184.wav	webiga	webíga	
4497	AEA__1__185.wav	webigaas	webígāās	
4498	AEA__1__186.wav	webigan	webígāān	
4499	AEA__1__187.wav	hooyo	hoóyo	
4500	AEA__1__188.wav	hooyada	hooyáda	
4501	AEA__1__189.wav	waddo	wáddo	
4502	AEA__1__190.wav	waddo	wáddo	
4503	AEA__1__191.wav	waddo	wáddo	
4504	AEA__1__192.wav	waddada	waddáda	
4505	AEA__1__193.wav	waddooyin	waddoóyin	
4506	AEA__1__194.wav	hooyooyin	hooyoóyin	
4507	AEA__1__195.wav	hooyooyinka	hooyooyínka	
4508	AEA__1__196.wav	hooyooyinka	hooyooyínka	
4509	AEA__1__197.wav	hooyooyin	hooyoóyin	
4510	AEA__1__198.wav	hooyooyinka	hooyooyínka	
4511	AEA__1__199.wav	waddooyinka	waddoóyinka	
4512	AEA__1__200.wav	waddooyinka	waddoóyinka	
4513	AEA__1__201.wav	waddooyin	waddoóyin	
4514	AEA__1__202.wav	waddooyinka	waddoóyinka	
4515	AEA__1__203.wav	hooyooyin	hooyoóyin	
4516	AEA__1__204.wav	hooyooyinka	hooyooyínka	
4517	AEA__1__205.wav	hooyooyinka	hooyoóyinka	
4518	AEA__1__206.wav	hooyooyinka	hooyooyínka	
4519	AEA__1__207.wav	waddooyin waaweyn	waddooyín waawéyn	
4520	AEA__1__208.wav	hooyooyin naxariis leh	hooyooy... hooyoóyin naxariís b... leh	
4521	AEA__1__209.wav	hooyooyin naxariis leh	hooyoóyin naxariís leh	
4522	AEA__1__210.wav	hooyooyin xun	hooyo... hooyooyín xún	
4523	AEA__1__211.wav	hooyooyin xun	hooyoóyin xún	
4524	AEA__1__212.wav	waddooyin waaweyn	waddooyín waawéyn	
4525	AEA__1__213.wav	hooyooyin naxariis leh	hooyoóyin naxariís leh	
4526	AEA__1__214.wav	hooyooyin xunxun	hooyoóy... hooyooyín xunxún	
4527	AEA__1__215.wav	hooyooyin xunxun	hooyoóyin xunxún	
4528	AEA__1__216.wav	gaari|m	gaarí	
4529	AEA__1__217.wav	baabuur|m	baabúur	
4530	AEA__1__218.wav	baabuur|m	baabúur	
4531	AEA__1__219.wav	baabuur|m	baabúur	
4532	AEA__1__220.wav	baabuur|f	baabuúr	
4533	AEA__1__221.wav	baabuur|m	baabúur	
4534	AEA__1__222.wav	baabuur|f	baabuúr	
4535	AEA__1__223.wav	baabuur|m	baabúur	
4536	AEA__1__224.wav	baabuur|f	baabuúr	
4537	AEA__1__225.wav	baabuur badan	baabuúr badan	
4538	AEA__1__226.wav	baabuur badan	baabuúr badán	
4539	AEA__1__227.wav	baabuurro	baabuurró	
4540	AEA__1__228.wav	baabuurro	baabuurró	
4541	AEA__1__229.wav	baabuur|f	baabuúr	
4542	AEA__1__230.wav	baabuurta	baabuúrta	
4543	AEA__1__231.wav	baabuur|f	baabuúr	
4544	AEA__1__232.wav	baabuurta	baabuúrta	
4545	AEA__1__233.wav	baabuur badan	baabuúr badán	
4546	AEA__1__234.wav	baabuurtan	baabuúrtaan	
4547	AEA__1__235.wav	baabuurtan	baabuúrtaán	
4548	AEA__1__236.wav	baabuurtaas	baabuúrtāās	
4549	AEA__1__237.wav	baabuurkan	baabuúrkāān	
4550	AEA__1__238.wav	baabuurkaas	baabúurkāās	
4551	AEA__1__239.wav	tuug|m	túug	
4552	AEA__1__240.wav	tuug|f	tuúg	
4553	AEA__1__241.wav	tuugo	tuugó	
4554	AEA__1__242.wav	tuugo	tuugó	
4555	AEA__1__243.wav	tuug|f	tuúg	
4556	AEA__1__244.wav	tuugta	tuugta	
4557	AEA__1__245.wav	tuugo	tuugó	
4558	AEA__1__246.wav	tuugada	tuugáda	
4559	AEA__1__247.wav	tuugtii	tuúgtii	
4560	AEA__1__248.wav	tuug|f	tuúg	
4561	AEA__1__249.wav	tuug|m	túug	
4562	AEA__1__250.wav	tuug|f	tuúg	
4563	AEA__1__251.wav	tuug badan	tuúg badán	
4564	AEA__1__252.wav	hal tuug	hál túug	
4565	AEA__1__253.wav	labo tuug	labá tuug	
4566	AEA__1__254.wav	labo tuug	labá tuug	
4567	AEA__1__255.wav	saddex tuug	sáddex tuūg	
4568	AEA__1__256.wav	hal tuug	hál tuug	
4569	AEA__1__257.wav	labo tuug	labá tuug	
4570	AEA__1__258.wav	saddex tuug	sáddex tuūg	
4571	AEA__1__259.wav	tuugo	tuúgo	
4572	AEA__1__260.wav	tuug|f	tuúg	
4573	AEA__1__261.wav	Isagu waa tuug.	Iságu waa túug.	
4574	AEA__1__262.wav	Iyagu waa tuugo.	Iyágu waa tuúgo.	
4575	AEA__1__263.wav	Iyagu waa tuug.	Iyágu waa tuúg.	
4576	AEA__1__264.wav	Iyagu waa tuug.	(Iyagu) ... waa tuúg.	
4577	AEA__1__265.wav	gaari|m	gaarí	
4578	AEA__1__266.wav	gaari|m	gaarí	
4579	AEA__1__267.wav	gaari|m	gaarí	
4580	AEA__1__268.wav	gaari|m	gaarí	
4581	AEA__1__269.wav	gaari|f	gaarí	
4582	AEA__1__270.wav	haweeney gaari ah	hawéeney gaarí ah	
4583	AEA__1__271.wav	gaari|m	gaarí	
4584	AEA__1__272.wav	gaari|f	gaarí	
4585	AEA__1__273.wav	gaariga	gaaríga	
4586	AEA__1__274.wav	haweeney gaari ah	hawéeney gaari ah	
4587	AEA__1__275.wav	haweeneyda gaarida ah	hawéeneyda gaarída ah	
4588	AEA__1__276.wav	haweeney gaari ah	hawéeney gaarí ah	
4589	AEA__1__277.wav	Iyadu waa gaari.	Iyádu waa gaarí.	
4590	AEA__1__278.wav	haweeney	hawéeney	
4591	AEA__1__279.wav	gaarida	gaarída	
4592	AEA__1__280.wav	haweeneyda gaarida ah	hawéeneyda gaarída ah	
4593	AEA__1__281.wav	gaariga	gaaríga	
4594	AEA__1__282.wav	gaarida	gaarída	
4595	AEA__1__283.wav	hal|f	hál	
4596	AEA__1__284.wav	rati	rati	
4597	AEA__1__285.wav	ratiga	ratíga	
4598	AEA__1__286.wav	rati	ratí	
4599	AEA__1__287.wav	ratiga	ratíga	
4600	AEA__1__288.wav	awr|f	aúr	
4601	AEA__1__289.wav	awr|f	aúr	
4602	AEA__1__290.wav	subax	subáx	
4603	AEA__1__291.wav	subaxda	subáxda	
4604	AEA__1__292.wav	aroor	aroór	
4605	AEA__1__293.wav	subax	subáx	
4606	AEA__1__294.wav	aroor	aroór	
4607	AEA__1__295.wav	aroortii	aroórtií	
4608	AEA__1__296.wav	Waxaan baxay aroortii.	Waxaan baxay aroórti.	
4609	AEA__1__297.wav	aroortii	aroórtiī	
4610	AEA__1__298.wav	Waxaan baxay aroortii hore.	Waxáan baxay aroórtīī hore.	
4611	AEA__1__299.wav	aroortii hore	aroórtii hore	
4612	AEA__1__300.wav	aroor	aroór	
4613	AEA__1__301.wav	subax	subáx	
4614	AEA__1__302.wav	subaxdii hore	subáxdii horē	
4615	AEA__1__303.wav	shalay subax	shaleý subax	
4616	AEA__1__304.wav	shalay subax	shaleý subax	
4617	AEA__1__305.wav	shalay subax	shaleý subax	
4618	AEA__1__306.wav	sannad	sánnad	
4619	AEA__1__307.wav	sannadka	sánnadka	
4620	AEA__1__308.wav	sannadkii hore	sánnadkií horé	
4621	AEA__1__309.wav	subaxdii hore	subáxdií horé	
4622	AEA__1__310.wav	subaxdii hore	subáxdií hore	
4623	AEA__1__311.wav	sannadkii hore	sánnadkií horé	
4624	AEA__1__312.wav	rati	ratí	
4625	AEA__1__313.wav	ratiga	ratíga	
4626	AEA__1__314.wav	awr|f	aúr	
4627	AEA__1__315.wav	subax	súbax	
4628	AEA__1__316.wav	subaxda	subáxda	
4629	AEA__1__317.wav	subax	subáx	
4630	AEA__1__318.wav	subaxda	subáxda	
4631	AEA__1__319.wav	subax	súbax	
4632	AEA__1__320.wav	subax	súbax	
4633	AEA__1__321.wav	subax	subáx	
4634	AEA__1__322.wav	subax	súbax	
4635	AEA__1__323.wav	subax	súbax	
4636	AEA__1__324.wav	subaxa	súbaxa	
4637	AEA__1__325.wav	subaxa	súbaxa	
4638	AEA__1__326.wav	subax	subáx	
4639	AEA__1__327.wav	subaxa	súbaxa	
4640	AEA__1__328.wav	subaxda	subáxda	
4641	AEA__1__329.wav	aroor	aroór	
4642	AEA__1__330.wav	aroortii hore	aroórtií horé	
4643	AEA__1__331.wav	subaxdii hore	subáxdií horé	
4644	AEA__1__332.wav	shalay subax	sháley subáx	
4645	AEA__1__333.wav	sannad	sánnad	
4646	AEA__1__334.wav	sannadka	sánnadka	
4647	AEA__1__335.wav	sannadkii hore	sánnadkií horé	
4648	AEA__1__336.wav	sannadda	sannádda	
4649	AEA__1__337.wav	sannadda	sannádda	
4650	AEA__1__338.wav	sannad	sannád	
4651	AEA__1__339.wav	sannadda	sannádda	
4652	AEA__1__340.wav	rootiga	roótiga	
4653	AEA__1__341.wav	rootida	rootída	
4654	AEA__1__342.wav	rooti	rootí	
4655	AEA__1__343.wav	rooti	rootí	
4656	AEA__1__344.wav	rooti	rootí	
4657	AEA__1__345.wav	naag	naág	
4658	AEA__1__346.wav	haweeney	hawéeney	
4659	AEA__1__347.wav	bilcaan	bilcaán	
4660	AEA__1__348.wav	bilcaan	bilcaán	
4661	AEA__1__349.wav	bilcaanta	bilcaántá	
4662	AEA__1__350.wav	haween	haweén	
4663	AEA__1__351.wav	haweenka	haweénka	
4664	AEA__1__352.wav	haweenta	haweénta	
4665	AEA__1__353.wav	haweenta	haweénta	
4666	AEA__1__354.wav	haweenka	haweénka	
4667	AEA__1__355.wav	haweenta	haweénta	
4668	AEA__1__356.wav	hal qof oo haween ah	hal qóf oo haweén ah	
4669	AEA__2__1.wav	hooyaday	hooyádaý	
4670	AEA__2__2.wav	hooyadaa	hooyádaá	
4671	AEA__2__3.wav	aabbahaa	aabbáhaá	
4672	AEA__2__4.wav	walaalkiis	walaálkiís	
4673	AEA__2__5.wav	walaasheed	walaásheéd	
4674	AEA__2__6.wav	bisaddayda	bisáddayda	
4675	AEA__2__7.wav	yaanyuurtayda	yaanyuúrtayda	
4676	AEA__2__8.wav	mukulaashayda	mukulaáshayda	
4677	AEA__2__9.wav	bisaddeeda	bisáddeeda	
4678	AEA__2__10.wav	gaarigeeda	gaarígeeda	
4679	AEA__2__11.wav	baabuurkeeda	baabúurkeeda	
4680	AEA__2__12.wav	Magacaa?	magacáa	
4681	AEA__2__13.wav	Magacaa?	magacáa	
4682	AEA__2__14.wav	Magaciis?	magacíis	
4683	AEA__2__15.wav	Magaceed?	magacéed	
4684	AEA__2__16.wav	Magaceed?	magacéed	
4685	AEA__2__17.wav	Magaciis?	magacíis	
4686	AEA__2__18.wav	Magaceed?	magacéed	
4687	AEA__2__19.wav	magaciis	mágaciís	
4688	AEA__2__20.wav	magaceed	mágaceéd	
4689	AEA__2__21.wav	Magaceed?	magacéed	
4690	AEA__2__22.wav	Magaciis?	magacíis	
4691	AEA__2__23.wav	Magaciis?	mágaciís	
4692	AEA__2__24.wav	Magaciis?	magacíis	
4693	AEA__2__25.wav	mindi	middí	
4694	AEA__2__26.wav	mindi	middí	
4695	AEA__2__27.wav	mindi	middí	
4696	AEA__2__28.wav	mindi	middí	
4697	AEA__2__29.wav	mindi	mindí	
4698	AEA__2__30.wav	mindida	middída	
4699	AEA__2__31.wav	mindidayda	middídayda	
4700	AEA__2__32.wav	mindidaas	middídaás	
4701	AEA__2__33.wav	mindidii Maxamed	middídií Maxamad	
4702	AEA__2__34.wav	Maxamed	Maxámad	
4703	AEA__2__35.wav	mindidii Maxamed	middídií Maxamad	
4704	AEA__2__36.wav	mindidii Maxamed	middídií Maxamad	
4705	AEA__2__37.wav	Maxamed	Maxámad	
4706	AEA__2__38.wav	Magaciisu waa Maxamed.	Mágaciísu waa Maxámad	
4707	AEA__2__39.wav	Magaciisu waa Maxamed.	Magaciisu waa Maxamad	
4708	AEA__2__40.wav	Maxamed walaalkiis	Maxámad walaálkiís	
4709	AEA__2__41.wav	Maxamed walaalkiis	Maxámad walaálkií	
4710	AEA__2__42.wav	Maxamed walaalkiis	Maxámad walaálkií	
4711	AEA__2__43.wav	gaarigii Maxamed	gaarígií Maxamad	
4712	AEA__2__44.wav	gaarigii Maxamed	gaarígií Maxamad	
4713	AEA__2__45.wav	gurigii Maxamed	gúrigií Maxamad	
4714	AEA__2__46.wav	macallinkii Maxamed	macáallinkií Maxamad	
4715	AEA__2__47.wav	macallinkii Maxamed	macállinkií Muxamad	
4716	AEA__2__48.wav	macallinkii Maxamed	macállinkií Maxamad	
4717	AEA__2__49.wav	macallinkii Maxamed	macállinkií Muxamad	
4718	AEA__2__50.wav	Maxamed macallinkiisii	Muxámad macállinkiisii	
4719	AEA__2__51.wav	Maxamed	Muxámad	
4720	AEA__2__52.wav	Maxamed	Muxamad	
4721	AEA__2__53.wav	Maxamed macallinkiisii	Muxámad macállinkiisií	
4722	AEA__2__54.wav	kubbad	kubbád	
4723	AEA__2__55.wav	banooni	banoóni	
4724	AEA__2__56.wav	banooni	banoóni	
4725	AEA__2__57.wav	banooni	banoóni	
4726	AEA__2__58.wav	kubbadda cagta	kubbádda cágta	
4727	AEA__2__59.wav	kubbadda cagta	kubbádda cágta	
4728	AEA__2__60.wav	kubbadda gacanta	kubbádda gacántaa..	
4729	AEA__2__61.wav	kubbadda kolayga	kubbádda kólayga	
4730	AEA__2__62.wav	kubbadda miiska	kubbádda míiska	
4731	AEA__2__63.wav	gurigii Muxamad	gúrigií Muxamad	
4732	AEA__2__64.wav	macallinkii Maxamed	macállinkií Maxamád	
4733	AEA__2__65.wav	Maxamed macallinkiisii	Muxámad macállinkiisií	
4734	AEA__2__66.wav	kubbad	kubbád	
4735	AEA__2__67.wav	banooni	banoóni	
4736	AEA__2__68.wav	kubbadda cagta	kubbádda cágta	
4737	AEA__2__69.wav	kubbadda gacanta	kubbádda gacánta	
4738	AEA__2__70.wav	kubbadda kolayga	kubbádda kólayga	
4739	AEA__2__71.wav	kubbadda miiska	kubbádda míiska	
4740	AEA__2__72.wav	ujeeddada shirka	ujeeddáda shírka	
